iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,vaccines,source_name
ROU,21/01/2021,348096,338252,9844,39712,25783,1.81,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,22/01/2021,385936,374681,11255,37840,28895,2.01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,23/01/2021,418885,406006,12879,32949,31828,2.18,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,24/01/2021,446285,433129,13156,27400,34461,2.32,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,25/01/2021,484631,459567,25064,38346,35627,2.52,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,26/01/2021,528378,487711,40667,43747,36905,2.75,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,27/01/2021,570704,513429,57275,42326,37474,2.97,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,28/01/2021,609396,534346,75050,38692,37329,3.17,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,29/01/2021,647000,554924,92076,37604,37295,3.36,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,30/01/2021,672396,571091,101305,25396,36216,3.5,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,31/01/2021,691415,585218,106197,19019,35019,3.59,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,01/02/2021,721184,598135,123049,29769,33793,3.75,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,02/02/2021,748732,610383,138349,27548,31479,3.89,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,03/02/2021,772202,620176,152026,23470,28785,4.01,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,04/02/2021,794795,629279,165516,22593,26486,4.13,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,05/02/2021,821552,638886,182666,26757,24936,4.27,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,06/02/2021,840812,647690,193122,19260,24059,4.37,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,07/02/2021,856322,656177,200145,15510,23558,4.45,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,08/02/2021,891348,661062,230286,35026,24309,4.63,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,09/02/2021,930155,666942,263213,38807,25918,4.84,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,10/02/2021,970967,671448,299519,40812,28395,5.05,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,11/02/2021,1009422,675234,334188,38455,30661,5.25,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,12/02/2021,1048798,679333,369465,39376,32464,5.45,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,13/02/2021,1084096,683346,400750,35298,34755,5.64,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,14/02/2021,1113975,686634,427341,29879,36808,5.79,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,15/02/2021,1151112,696943,454169,37137,37109,5.98,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,16/02/2021,1197089,715748,481341,45977,38133,6.22,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,17/02/2021,1240408,734928,505480,43319,38492,6.45,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,18/02/2021,1280228,753753,526476,39820,38687,6.65,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,19/02/2021,1318356,771240,547116,38128,38508,6.85,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,20/02/2021,1351280,788508,562772,32924,38169,7.02,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,21/02/2021,1379224,803098,576126,27944,37893,7.17,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
ROU,22/02/2021,1409088,819447,589641,29864,36854,7.32,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Government of Romania
RUS,15/12/2020,28500,28500,,,,0.02,Sputnik V,Russian Direct Investment Fund
RUS,16/12/2020,,,,,3357,,Sputnik V,Russian Direct Investment Fund
RUS,17/12/2020,,,,,3357,,Sputnik V,Russian Direct Investment Fund
RUS,18/12/2020,,,,,3357,,Sputnik V,Russian Direct Investment Fund
RUS,19/12/2020,,,,,3357,,Sputnik V,Russian Direct Investment Fund
RUS,20/12/2020,,,,,3357,,Sputnik V,Russian Direct Investment Fund
RUS,21/12/2020,,,,,3357,,Sputnik V,Russian Direct Investment Fund
RUS,22/12/2020,52000,52000,,,3357,0.04,Sputnik V,Russian Direct Investment Fund
RUS,23/12/2020,,,,,12592,,Sputnik V,Russian Direct Investment Fund
RUS,24/12/2020,,,,,21827,,Sputnik V,Russian Direct Investment Fund
RUS,25/12/2020,,,,,31061,,Sputnik V,Russian Direct Investment Fund
RUS,26/12/2020,,,,,40296,,Sputnik V,Russian Direct Investment Fund
RUS,27/12/2020,,,,,49531,,Sputnik V,Russian Direct Investment Fund
RUS,28/12/2020,,,,,58765,,Sputnik V,Russian Direct Investment Fund
RUS,29/12/2020,,,,,68000,,Sputnik V,Russian Direct Investment Fund
RUS,30/12/2020,,,,,68000,,Sputnik V,Russian Direct Investment Fund
RUS,31/12/2020,,,,,68000,,Sputnik V,Russian Direct Investment Fund
RUS,01/01/2021,,,,,68000,,Sputnik V,Russian Direct Investment Fund
RUS,02/01/2021,800000,800000,,,68000,0.55,Sputnik V,Russian Direct Investment Fund
RUS,03/01/2021,,,,,60883,,Sputnik V,Russian Direct Investment Fund
RUS,04/01/2021,,,,,53766,,Sputnik V,Russian Direct Investment Fund
RUS,05/01/2021,,,,,46649,,Sputnik V,Russian Direct Investment Fund
RUS,06/01/2021,,,,,39532,,Sputnik V,Russian Direct Investment Fund
RUS,07/01/2021,,,,,32416,,Sputnik V,Russian Direct Investment Fund
RUS,08/01/2021,,,,,25299,,Sputnik V,Russian Direct Investment Fund
RUS,09/01/2021,,,,,18182,,Sputnik V,Russian Direct Investment Fund
RUS,10/01/2021,,,,,18182,,Sputnik V,Russian Direct Investment Fund
RUS,11/01/2021,,,,,18182,,Sputnik V,Russian Direct Investment Fund
RUS,12/01/2021,,,,,18182,,Sputnik V,Russian Direct Investment Fund
RUS,13/01/2021,1000000,1000000,,,18182,0.69,Sputnik V,Russian Direct Investment Fund
RUS,14/01/2021,,,,,30380,,Sputnik V,Russian Direct Investment Fund
RUS,15/01/2021,,,,,42579,,Sputnik V,Russian Direct Investment Fund
RUS,16/01/2021,,,,,54777,,Sputnik V,Russian Direct Investment Fund
RUS,17/01/2021,,,,,66976,,Sputnik V,Russian Direct Investment Fund
RUS,18/01/2021,,,,,79174,,Sputnik V,Russian Direct Investment Fund
RUS,19/01/2021,,,,,91373,,Sputnik V,Russian Direct Investment Fund
RUS,20/01/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,21/01/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,22/01/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,23/01/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,24/01/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,25/01/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,26/01/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,27/01/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,28/01/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,29/01/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,30/01/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,31/01/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,01/02/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,02/02/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,03/02/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,04/02/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,05/02/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,06/02/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,07/02/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,08/02/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,09/02/2021,,,,,103571,,Sputnik V,Russian Direct Investment Fund
RUS,10/02/2021,3900000,2200000,1700000,,103571,2.67,Sputnik V,Russian Direct Investment Fund
SHN,03/02/2021,107,,,,,1.76,Oxford/AstraZeneca,Government of Saint Helena
SAU,06/01/2021,100000,,,,,0.29,Pfizer/BioNTech,Saudi Health Council
SAU,07/01/2021,137862,,,37862,37862,0.4,Pfizer/BioNTech,Saudi Health Council
SAU,08/01/2021,,,,,23990,,Pfizer/BioNTech,Saudi Health Council
SAU,09/01/2021,,,,,19366,,Pfizer/BioNTech,Saudi Health Council
SAU,10/01/2021,,,,,17055,,Pfizer/BioNTech,Saudi Health Council
SAU,11/01/2021,178337,,,,15667,0.51,Pfizer/BioNTech,Saudi Health Council
SAU,12/01/2021,,,,,16312,,Pfizer/BioNTech,Saudi Health Council
SAU,13/01/2021,,,,,16772,,Pfizer/BioNTech,Saudi Health Council
SAU,14/01/2021,,,,,14153,,Pfizer/BioNTech,Saudi Health Council
SAU,15/01/2021,,,,,15498,,Pfizer/BioNTech,Saudi Health Council
SAU,16/01/2021,,,,,16843,,Pfizer/BioNTech,Saudi Health Council
SAU,17/01/2021,295530,,,,18187,0.85,Pfizer/BioNTech,Saudi Health Council
SAU,18/01/2021,,,,,17886,,Pfizer/BioNTech,Saudi Health Council
SAU,19/01/2021,,,,,16240,,Pfizer/BioNTech,Saudi Health Council
SAU,20/01/2021,,,,,14594,,Pfizer/BioNTech,Saudi Health Council
SAU,21/01/2021,,,,,12948,,Pfizer/BioNTech,Saudi Health Council
SAU,22/01/2021,,,,,11302,,Pfizer/BioNTech,Saudi Health Council
SAU,23/01/2021,,,,,9656,,Pfizer/BioNTech,Saudi Health Council
SAU,24/01/2021,,,,,8009,,Pfizer/BioNTech,Saudi Health Council
SAU,25/01/2021,,,,,8009,,Pfizer/BioNTech,Saudi Health Council
SAU,26/01/2021,,,,,8009,,Pfizer/BioNTech,Saudi Health Council
SAU,27/01/2021,,,,,8009,,Pfizer/BioNTech,Saudi Health Council
SAU,28/01/2021,,,,,8009,,Pfizer/BioNTech,Saudi Health Council
SAU,29/01/2021,391643,,,,8009,1.12,Pfizer/BioNTech,Saudi Health Council
SAU,30/01/2021,,,,,9197,,Pfizer/BioNTech,Saudi Health Council
SAU,31/01/2021,,,,,10385,,Pfizer/BioNTech,Saudi Health Council
SAU,01/02/2021,440618,,,,11573,1.27,Pfizer/BioNTech,Saudi Health Council
SAU,02/02/2021,,,,,10489,,Pfizer/BioNTech,Saudi Health Council
SAU,03/02/2021,,,,,9406,,Pfizer/BioNTech,Saudi Health Council
SAU,04/02/2021,,,,,8322,,Pfizer/BioNTech,Saudi Health Council
SAU,05/02/2021,,,,,7238,,Pfizer/BioNTech,Saudi Health Council
SAU,06/02/2021,,,,,4966,,Pfizer/BioNTech,Saudi Health Council
SAU,07/02/2021,443153,,,,2694,1.27,Pfizer/BioNTech,Saudi Health Council
SAU,08/02/2021,,,,,409,,Pfizer/BioNTech,Saudi Health Council
SAU,09/02/2021,,,,,396,,Pfizer/BioNTech,Saudi Health Council
SAU,10/02/2021,,,,,382,,Pfizer/BioNTech,Saudi Health Council
SAU,11/02/2021,444465,,,,368,1.28,Pfizer/BioNTech,Saudi Health Council
SAU,12/02/2021,,,,,426,,Pfizer/BioNTech,Saudi Health Council
SAU,13/02/2021,,,,,484,,Pfizer/BioNTech,Saudi Health Council
SAU,14/02/2021,446940,,,,541,1.28,Pfizer/BioNTech,Saudi Health Council
SAU,15/02/2021,,,,,1628,,Pfizer/BioNTech,Saudi Health Council
SAU,16/02/2021,462812,,,,2715,1.33,Pfizer/BioNTech,Saudi Health Council
SAU,17/02/2021,,,,,5446,,Pfizer/BioNTech,Saudi Health Council
SAU,18/02/2021,501710,,,,8178,1.44,Pfizer/BioNTech,Saudi Health Council
,13/12/2020,18993,18993,,,,0.35,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,14/12/2020,,,,,5875,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,15/12/2020,,,,,5875,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,16/12/2020,,,,,5875,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,17/12/2020,,,,,5875,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,18/12/2020,,,,,5875,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,19/12/2020,,,,,5875,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,20/12/2020,60117,60117,,,5875,1.1,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,21/12/2020,,,,,5738,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,22/12/2020,,,,,5601,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,23/12/2020,,,,,5463,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,24/12/2020,,,,,5326,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,25/12/2020,,,,,5189,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,26/12/2020,,,,,5052,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,27/12/2020,94520,94520,,,4915,1.73,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,28/12/2020,,,,,4649,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,29/12/2020,,,,,4383,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,30/12/2020,,,,,4117,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,31/12/2020,,,,,3850,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,01/01/2021,,,,,3584,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,02/01/2021,,,,,3318,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,03/01/2021,115886,115843,43,,3052,2.12,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,04/01/2021,,,,,3642,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,05/01/2021,,,,,4231,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,06/01/2021,,,,,4821,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,07/01/2021,,,,,5410,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,08/01/2021,,,,,6000,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,09/01/2021,,,,,6589,,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,10/01/2021,166135,163377,2758,,7178,3.04,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,11/01/2021,178799,175942,2857,12664,7962,3.27,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,12/01/2021,194955,191965,2990,16156,9245,3.57,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,13/01/2021,211397,208207,3190,16442,10568,3.87,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,14/01/2021,228171,224840,3331,16774,11939,4.18,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,15/01/2021,245436,241924,3512,17265,13380,4.49,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,16/01/2021,263797,260140,3657,18361,14977,4.83,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,17/01/2021,268689,264991,3698,4892,14651,4.92,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,18/01/2021,288468,284582,3886,19779,15667,5.28,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,19/01/2021,314079,309909,4170,25611,17018,5.75,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,20/01/2021,339337,334871,4466,25258,18277,6.21,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,21/01/2021,363143,358454,4689,23806,19282,6.65,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,22/01/2021,385855,380667,5188,22712,20060,7.06,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,23/01/2021,409421,404038,5383,23566,20803,7.49,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,24/01/2021,420940,415402,5538,11519,21750,7.7,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,25/01/2021,443960,437900,6060,23020,22213,8.13,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,26/01/2021,468688,462092,6596,24728,22087,8.58,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,27/01/2021,498441,491658,6783,29753,22729,9.12,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,28/01/2021,522950,515855,7095,24509,22830,9.57,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,29/01/2021,551008,543370,7638,28058,23593,10.09,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,30/01/2021,574063,566269,7794,23055,23520,10.51,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,31/01/2021,583746,575897,7849,9683,23258,10.68,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,01/02/2021,619123,610778,8345,35377,25023,11.33,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,02/02/2021,658020,649262,8758,38897,27047,12.04,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,03/02/2021,703378,694347,9031,45358,29277,12.87,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,04/02/2021,752041,742512,9529,48663,32727,13.77,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,05/02/2021,796759,786427,10332,44718,35107,14.58,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,06/02/2021,849848,839266,10582,53089,39398,15.56,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,07/02/2021,877513,866823,10690,27665,41967,16.06,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,08/02/2021,940379,928122,12257,62866,45894,17.21,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,09/02/2021,998435,985569,12866,58056,48631,18.28,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,10/02/2021,1061942,1048747,13195,63507,51223,19.44,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,11/02/2021,1127191,1113625,13566,65249,53593,20.63,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,12/02/2021,1187454,1173445,14009,60263,55814,21.74,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,13/02/2021,1238055,1223774,14281,50601,55458,22.66,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,14/02/2021,1269691,1255190,14501,31636,56025,23.24,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,15/02/2021,1305141,1288004,17137,35450,52109,23.89,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,16/02/2021,1340483,1320074,20409,35342,48864,24.54,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,17/02/2021,1379135,1354966,24169,38652,45313,25.24,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,18/02/2021,1415167,1386152,29015,36032,41139,25.9,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,19/02/2021,1446116,1412643,33473,30949,36952,26.47,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,20/02/2021,1467421,1431942,35479,21305,32767,26.86,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
,21/02/2021,1482830,1445488,37342,15409,30448,27.14,"Oxford/AstraZeneca, Pfizer/BioNTech",Government of the United Kingdom
SRB,08/01/2021,7000,7000,,,,0.1,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,09/01/2021,,,,,1150,,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,10/01/2021,9300,9300,,,1150,0.14,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,11/01/2021,,,,,1503,,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,12/01/2021,,,,,1680,,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,13/01/2021,,,,,1785,,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,14/01/2021,18136,18136,,,1856,0.27,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,15/01/2021,,,,,2221,,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,16/01/2021,,,,,2687,,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,17/01/2021,,,,,3153,,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,18/01/2021,,,,,3468,,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,19/01/2021,,,,,3783,,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,20/01/2021,44611,44611,,,4098,0.66,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,21/01/2021,84832,84832,,40221,9528,1.25,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,22/01/2021,119711,119711,,34879,13880,1.76,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,23/01/2021,163355,163355,,43644,19485,2.4,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,24/01/2021,217800,217800,,54445,26632,3.2,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,25/01/2021,256521,256521,,38721,31534,3.77,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,26/01/2021,319504,319504,,62983,39901,4.7,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,27/01/2021,361830,361830,,42326,45317,5.32,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,28/01/2021,401556,401556,,39726,45246,5.9,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,29/01/2021,430759,430759,,29203,44435,6.33,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,30/01/2021,437380,437380,,6621,39146,6.43,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,31/01/2021,,,,,34158,,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,01/02/2021,,,,,31416,,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,02/02/2021,495964,495964,,,25209,7.29,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,03/02/2021,513652,513652,,17688,21689,7.55,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,04/02/2021,526930,526930,,13278,17911,7.74,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,05/02/2021,538373,538373,,11443,15373,7.91,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,06/02/2021,,,,,14844,,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,07/02/2021,544209,544209,,,12472,8,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,08/02/2021,,,,,14258,,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,09/02/2021,,,,,16044,,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,10/02/2021,640299,592634,47665,,18092,9.41,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,11/02/2021,,,,,30195,,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,12/02/2021,836287,710138,126149,,42559,12.29,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,13/02/2021,,,,,52908,,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SRB,14/02/2021,987000,805000,182000,,63256,14.5,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V",Government of Serbia
SYC,09/01/2021,0,0,,,,0,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
SYC,10/01/2021,,,,,500,,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
SYC,11/01/2021,,,,,500,,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
SYC,12/01/2021,,,,,500,,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
SYC,13/01/2021,2000,2000,,,500,2.03,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
SYC,14/01/2021,,,,,600,,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
SYC,15/01/2021,4000,4000,,,667,4.07,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
SYC,16/01/2021,7000,7000,,3000,1000,7.12,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
SYC,17/01/2021,,,,,1118,,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
SYC,18/01/2021,,,,,1236,,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
SYC,19/01/2021,10976,10976,,,1354,11.16,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
SYC,20/01/2021,13163,13163,,2187,1595,13.39,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
SYC,21/01/2021,,,,,1718,,"Oxford/AstraZeneca, Sinopharm/Beijing",Extended Programme for Immunisation
